CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
11642,,8756,,0725YT,Outpatient Facility
11702,,8940,,214068706,Office
11762,,8940,,428868440,Office
11822,,8940,,398779711,Office
11882,,8940,,058721946,Office
11942,,8940,,438945269,Office
12002,,8940,,127994372,Office
12062,,8940,,404514448,Office
12122,,8940,,549929413,Office
12182,,8940,,212656062,Office
12242,,8940,,698021248,Office
12302,,8940,,824209265,Office
12362,,8940,,988108763,Office
12422,,8940,,442446510,Office
12482,,8940,,072404038,Office
12542,,8940,,255167547,Office
12602,,8940,,130738196,Office
12662,,8940,,777704572,Office
12722,,8940,,340037353,Office
12782,,8940,,072025158,Office
12842,,8940,,435570734,Office
12902,,8940,,380677971,Office
12962,,8940,,723891808,Office
13022,,8940,,270873063,Office
13082,,8940,,583246349,Office
13142,,8940,,298454637,Office
13202,,8756,,0503JK,Outpatient Facility
13262,,8756,,4300QC,Outpatient Facility
13322,,8940,,163790635,Office
13382,,8940,,812620652,Office
13442,,8940,,928154933,Office
13502,,8940,,296435964,Office
13562,,8940,,466772611,Office
13622,,8940,,464567008,Office
13682,,8940,,185210061,Office
13742,,8940,,802342711,Office
13802,,8940,,652780781,Office
13862,,8940,,212705742,Office
13922,,8940,,128650017,Office
13982,,8940,,977862719,Office
14042,,8940,,304489020,Office
14102,,8940,,954400190,Office
14162,,8940,,956897257,Office
14222,,8940,,425262355,Office
14282,,8940,,036013939,Office
14342,,8940,,184811391,Office
14402,,8940,,085698550,Office
14462,,8717,,2600GD,Inpatient Facility
14522,,8940,,099857219,Office
14582,,8940,,727508584,Office
14642,,8940,,722138821,Office
14702,,8940,,196940902,Office
14762,,8940,,642096870,Office
14822,,8940,,170169145,Office
14882,,8940,,622424620,Office
14942,,8940,,288705523,Office
15002,,8940,,054857751,Office
15062,,8756,,2300CS,Outpatient Facility
15122,,8940,,552756244,Office
15182,,8940,,231131388,Office
15242,,8940,,374627490,Office
15302,,8940,,780167454,Office
15362,,8940,,196741347,Office
15422,,8940,,739856543,Office
15482,,8940,,464461881,Office
15542,,8940,,734820750,Office
15602,,8940,,159047280,Office
15662,,8940,,028598879,Office
15722,,8940,,057516202,Office
15782,,8756,,4508ZN,Outpatient Facility
15842,,8940,,185699554,Office
15902,,8940,,865900754,Office
15962,,8940,,022642811,Office
16022,,8940,,933350812,Office
16082,,8940,,984942307,Office
16142,,8940,,355933644,Office
16202,,8756,,3302RA,Outpatient Facility
16262,,8940,,651734112,Office
16322,,8940,,371678897,Office
16382,,8940,,070840043,Office
16442,,8940,,989707994,Office
16502,,8940,,478226892,Office
16562,,8940,,994460589,Office
16622,,8940,,863565175,Office
16682,,8940,,529207085,Office
16742,,8940,,464057657,Office
16802,,8717,,5201SV,Inpatient Facility
16862,,8940,,910017868,Office
16922,,8940,,314862604,Office
16982,,8940,,958539894,Office
17042,,8940,,825844694,Office
17102,,8756,,0413AT,Outpatient Facility
17162,,8940,,652581649,Office
17222,,8940,,233357113,Office
17282,,8940,,810508802,Office
17342,,8940,,322652877,Office
17402,,8940,,805097166,Office
17462,,8940,,130749248,Office
17522,,8940,,861927652,Office
17582,,8940,,175771574,Office
17642,,8940,,978149312,Office
17702,,8940,,648630830,Office
17762,,8940,,089881910,Office
17822,,8940,,818060252,Office
17882,,8940,,011538765,Office
17942,,8940,,783979900,Office
18002,,8940,,158488473,Office
18062,,8940,,453784892,Office
18122,,8756,,4900XT,Outpatient Facility
18182,,8940,,795549289,Office
18242,,8940,,151390863,Office
18302,,8940,,616069998,Office
18362,,8940,,869119156,Office
18422,,8940,,768419696,Office
18482,,8940,,514609993,Office
18542,,8940,,572968337,Office
18602,,8940,,869704154,Office
18662,,8940,,661377611,Office
18722,,8940,,591746844,Office
18782,,8940,,020184582,Office
18842,,8940,,769196022,Office
18902,,8717,,33026U,Inpatient Facility
18962,,8940,,413629010,Office
19022,,8940,,545802969,Office
19082,,8940,,640384485,Office
19142,,8940,,782312557,Office
19202,,8940,,729463285,Office
19262,,8940,,916630353,Office
19322,,8940,,547297808,Office
19382,,8756,,0400VC,Outpatient Facility
19442,,8940,,621695562,Office
19502,,8940,,930936963,Office
19562,,8940,,912265490,Office
19622,,8940,,946533699,Office
19682,,8756,,28138U,Outpatient Facility
19742,,8940,,022492027,Office
19802,,8940,,239710130,Office
19862,,8940,,408623902,Office
0,,8940,,189849276,Office
60,,8940,,375230147,Office
120,,8940,,949861102,Office
180,,8940,,293558420,Office
240,,8940,,904390164,Office
300,,8940,,810336629,Office
360,,8940,,365032160,Office
420,,8940,,343499462,Office
480,,8940,,361503800,Office
540,,8756,,1000KS,Outpatient Facility
600,,8756,,5100TC,Outpatient Facility
660,,8940,,664340210,Office
720,,8940,,849407330,Office
780,,8940,,074248502,Office
840,,8940,,112922650,Office
900,,8940,,945173962,Office
960,,8940,,012157352,Office
1020,,8940,,393255539,Office
1080,,8940,,194772466,Office
1140,,8756,,0765KD,Outpatient Facility
1200,,8940,,358022275,Office
1260,,8756,,2300XB,Outpatient Facility
1320,,8940,,442454641,Office
1380,,8940,,782419562,Office
1440,,8940,,051290982,Office
1500,,8940,,805904691,Office
1560,,8940,,445866346,Office
1620,,8940,,903992925,Office
1680,,8940,,349257219,Office
1740,,8940,,607704323,Office
1800,,8940,,221259160,Office
1860,,8756,,2100TH,Outpatient Facility
1920,,8940,,228564841,Office
1980,,8940,,581936734,Office
2040,,8940,,920946592,Office
2100,,8940,,581457765,Office
2160,,8940,,736524447,Office
2220,,8940,,444035943,Office
2280,,8940,,595428858,Office
2340,,8940,,558070678,Office
2400,,8940,,790982256,Office
2460,,8940,,748449327,Office
2520,,8940,,013773917,Office
2580,,8940,,689864342,Office
2640,,8940,,709226752,Office
2700,,8940,,510024246,Office
2760,,8940,,561933160,Office
2820,,8940,,533418987,Office
2880,,8940,,477105642,Office
2940,,8940,,248851877,Office
3000,,8940,,364446454,Office
3060,,8940,,707730059,Office
3120,,8940,,017253598,Office
3180,,8756,,4900PB,Outpatient Facility
3240,,8940,,411643524,Office
3300,,8940,,518851875,Office
3360,,8940,,780396740,Office
3420,,8940,,446293033,Office
3480,,8940,,250005776,Office
3540,,8940,,924189438,Office
3600,,8940,,985072054,Office
3660,,8940,,485933251,Office
3720,,8940,,696490134,Office
3780,,8940,,051519571,Office
3840,,8940,,959938102,Office
3900,,8940,,079451657,Office
3960,,8940,,430064670,Office
4020,,8940,,896915237,Office
4080,,8940,,813689348,Office
4140,,8940,,951855591,Office
4200,,8940,,853155973,Office
4260,,8940,,178281432,Office
4320,,8940,,410005503,Office
4380,,8756,,1500WB,Outpatient Facility
4440,,8940,,077397715,Office
4500,,8940,,093224260,Office
4560,,8940,,047612600,Office
4620,,8940,,293108854,Office
4680,,8940,,865517666,Office
4740,,8940,,577421590,Office
4800,,8940,,126622582,Office
4860,,8756,,0700MM,Outpatient Facility
4920,,8756,,4400TC,Outpatient Facility
4980,,8940,,886706236,Office
5040,,8940,,965561699,Office
5100,,8940,,470847848,Office
5160,,8940,,640866165,Office
5220,,8940,,922896523,Office
5280,,8940,,236811977,Office
5340,,8940,,293076841,Office
5400,,8940,,618784576,Office
5460,,8940,,841482076,Office
5520,,8940,,304197291,Office
5580,,8940,,225400364,Office
5640,,8940,,128737105,Office
5700,,8756,,3100KP,Outpatient Facility
5760,,8940,,002257121,Office
5820,,8717,,1601NC,Inpatient Facility
5880,,8940,,507030708,Office
5940,,8756,,4700DP,Outpatient Facility
6000,,8940,,847142905,Office
6060,,8940,,569709989,Office
6120,,8756,,5201TA,Outpatient Facility
6180,,8940,,146887615,Office
6240,,8940,,365976547,Office
6300,,8940,,955532984,Office
6360,,8940,,243981432,Office
6420,,8940,,335450826,Office
6480,,8940,,681796762,Office
6540,,8940,,354371173,Office
6600,,8940,,167396921,Office
6660,,8940,,084345842,Office
6720,,8940,,819834906,Office
6780,,8940,,546823260,Office
6840,,8940,,040003423,Office
6900,,8940,,231545363,Office
6960,,8940,,127200226,Office
7020,,8940,,239521314,Office
7080,,8756,,5000JN,Outpatient Facility
7140,,8940,,104312265,Office
7200,,8940,,696930511,Office
7260,,8940,,038520297,Office
7320,,8940,,890969344,Office
7380,,8940,,098335275,Office
7440,,8940,,515841406,Office
7500,,8756,,03018G,Outpatient Facility
7560,,8940,,193160086,Office
7620,,8940,,314295747,Office
7680,,8940,,924257568,Office
7740,,8940,,086081933,Office
7800,,8940,,216649060,Office
7860,,8940,,686210186,Office
7920,,8756,,3401SD,Outpatient Facility
7980,,8940,,170642925,Office
8040,,8940,,991082458,Office
8100,,8940,,738104777,Office
8160,,8940,,322476985,Office
8220,,8940,,812326646,Office
8280,,8940,,720759231,Office
8340,,8940,,796375407,Office
8400,,8940,,703673644,Office
8460,,8940,,874830127,Office
8520,,8940,,323184146,Office
8580,,8940,,398236999,Office
8640,,8756,,4500BT,Outpatient Facility
8700,,8940,,649883648,Office
8760,,8940,,892695843,Office
8820,,8940,,847181056,Office
8880,,8940,,934649395,Office
8940,,8940,,000302249,Office
9000,,8940,,513490167,Office
9060,,8940,,204822532,Office
9120,,8940,,245175475,Office
9180,,8940,,340348314,Office
9240,,8940,,392160225,Office
9300,,8940,,858788284,Office
9360,,8940,,027796508,Office
9420,,8940,,443885554,Office
9480,,8940,,218243626,Office
9540,,8940,,673485067,Office
9600,,8940,,709272256,Office
9660,,8940,,820509189,Office
9720,,8756,,4900HJ,Outpatient Facility
9780,,8940,,785221102,Office
9840,,8940,,857169316,Office
9900,,8940,,763466185,Office
9960,,8940,,912866206,Office
10020,,8940,,243533549,Office
10080,,8940,,970497039,Office
10140,,8940,,183400930,Office
10200,,8756,,0601YA,Outpatient Facility
10260,,8940,,005089923,Office
10320,,8756,,1023GR,Outpatient Facility
10380,,8940,,248736776,Office
10440,,8756,,3638WR,Outpatient Facility
10500,,8756,,0503WB,Outpatient Facility
10560,,8940,,192941299,Office
10620,,8940,,048177609,Office
10680,,8940,,478963506,Office
10740,,8756,,5200NH,Outpatient Facility
10800,,8940,,624173281,Office
10860,,8940,,835224190,Office
10920,,8940,,718304223,Office
10980,,8756,,4400DS,Outpatient Facility
11040,,8940,,575502475,Office
11100,,8756,,2501PG,Outpatient Facility
11160,,8940,,790334789,Office
11220,,8940,,061582549,Office
11280,,8940,,212308839,Office
11340,,8940,,362848142,Office
11400,,8940,,790736853,Office
11460,,8940,,240225452,Office
11520,,8940,,210753394,Office
11580,,8940,,869073487,Office
11640,,8940,,400929383,Office
11700,,8940,,782557080,Office
11760,,8940,,007456271,Office
11820,,8940,,663073575,Office
11880,,8940,,554629391,Office
11940,,8940,,844791577,Office
12000,,8940,,008939584,Office
12060,,8940,,330340074,Office
12120,,8940,,440433079,Office
12180,,8756,,0301SJ,Outpatient Facility
12240,,8940,,238984433,Office
12300,,8940,,057360328,Office
12360,,8940,,900312849,Office
12420,,8756,,4525HG,Outpatient Facility
12480,,8940,,143381509,Office
12540,,8940,,891162645,Office
12600,,8940,,603442087,Office
12660,,8940,,132626679,Office
12720,,8940,,712205591,Office
12780,,8940,,136395690,Office
12840,,8940,,461024467,Office
12900,,8940,,062041645,Office
12960,,8940,,251853729,Office
13020,,8940,,933069730,Office
13080,,8940,,944874875,Office
13140,,8940,,135203059,Office
13200,,8940,,757313563,Office
13260,,8940,,295531472,Office
13320,,8940,,267717738,Office
13380,,8940,,984621949,Office
13440,,8940,,592418333,Office
13500,,8940,,701854184,Office
13560,,8940,,440712079,Office
13620,,8940,,562963098,Office
13680,,8940,,754947268,Office
13740,,8940,,636202955,Office
13800,,8940,,069004579,Office
13860,,8940,,440461933,Office
13920,,8940,,430136760,Office
13980,,8756,,01008J,Outpatient Facility
14040,,8940,,093999845,Office
14100,,8940,,997859689,Office
14160,,8940,,364032888,Office
14220,,8940,,157715208,Office
14280,,8940,,761675770,Office
14340,,8756,,2013KN,Outpatient Facility
14400,,8940,,755562044,Office
14460,,8940,,905726685,Office
14520,,8940,,420154026,Office
14580,,8940,,285163342,Office
14640,,8940,,635110017,Office
14700,,8940,,578877408,Office
14760,,8940,,896841097,Office
14820,,8940,,715651298,Office
14880,,8940,,651244644,Office
14940,,8940,,413450076,Office
15000,,8940,,297053264,Office
15060,,8940,,952254540,Office
15120,,8940,,701971265,Office
15180,,8940,,032755923,Office
15240,,8940,,955611858,Office
15300,,8940,,523609663,Office
15360,,8940,,639738428,Office
15420,,8940,,511353846,Office
15480,,8940,,216199260,Office
15540,,8940,,803965803,Office
15600,,8940,,891138264,Office
15660,,8717,,1100TC,Inpatient Facility
15720,,8940,,838822166,Office
15780,,8940,,350634490,Office
15840,,8940,,595187793,Office
15900,,8940,,980497296,Office
15960,,8940,,076135082,Office
16020,,8940,,122575518,Office
16080,,8940,,996857291,Office
16140,,8940,,701834168,Office
16200,,8940,,630449426,Office
16260,,8940,,133138531,Office
16320,,8940,,380638699,Office
16380,,8940,,427703065,Office
16440,,8940,,243168583,Office
16500,,8940,,793898891,Office
16560,,8940,,150280316,Office
16620,,8940,,272670943,Office
16680,,8940,,442652216,Office
16740,,8940,,041414194,Office
16800,,8940,,680954121,Office
16860,,8940,,386764619,Office
16920,,8940,,712407416,Office
16980,,8756,,2700HN,Outpatient Facility
17040,,8940,,962561805,Office
17100,,8940,,365986447,Office
17160,,8940,,554707176,Office
17220,,8940,,377231018,Office
17280,,8940,,965797803,Office
17340,,8940,,926658703,Office
17400,,8940,,471106784,Office
17460,,8940,,381563147,Office
17520,,8940,,105297709,Office
17580,,8940,,988246735,Office
17640,,8940,,264680026,Office
17700,,8940,,154270500,Office
17760,,8940,,331785081,Office
17820,,8940,,058669327,Office
17880,,8940,,427272255,Office
17940,,8940,,038733631,Office
18000,,8940,,457651798,Office
18060,,8756,,0504UC,Outpatient Facility
18120,,8940,,668790529,Office
18180,,8940,,227101184,Office
18240,,8940,,780812844,Office
18300,,8940,,553052606,Office
18360,,8940,,473141819,Office
18420,,8940,,601860166,Office
18480,,8940,,238748138,Office
18540,,8940,,928747331,Office
18600,,8940,,697068969,Office
18660,,8940,,904038806,Office
18720,,8940,,869120798,Office
18780,,8940,,761084796,Office
18840,,8940,,964042809,Office
18900,,8940,,578794428,Office
18960,,8940,,010578302,Office
19020,,8940,,756268886,Office
19080,,8940,,157307357,Office
19140,,8940,,368453333,Office
19200,,8940,,934996262,Office
19260,,8940,,314758820,Office
19320,,8940,,839937856,Office
19380,,8940,,956412250,Office
19440,,8940,,821600324,Office
19500,,8940,,709308254,Office
19560,,8940,,125955597,Office
19620,,8940,,630178519,Office
19680,,8940,,070170928,Office
19740,,8717,,3900XQ,Inpatient Facility
19800,,8940,,288843722,Office
19860,,8940,,809444816,Office
19920,,8940,,692178328,Office
19980,,8940,,673588324,Office
20040,,8940,,141940481,Office
20100,,8940,,224720968,Office
20160,,8940,,685333699,Office
20220,,8940,,267960259,Office
20280,,8940,,811044042,Office
20340,,8940,,198146199,Office
20400,,8940,,991842612,Office
20460,,8940,,811021335,Office
20520,,8940,,786065804,Office
20580,,8940,,414921399,Office
20640,,8940,,350201979,Office
20700,,8940,,182393682,Office
20760,,8940,,634582325,Office
20820,,8756,,2100XD,Outpatient Facility
20880,,8940,,988465804,Office
20940,,8940,,418345469,Office
21000,,8940,,433883713,Office
21060,,8940,,754556886,Office
21120,,8940,,224650696,Office
21180,,8940,,754938637,Office
21240,,8940,,564924486,Office
21300,,8940,,325614423,Office
21360,,8940,,535557259,Office
21420,,8940,,722087185,Office
21480,,8940,,358966959,Office
3,,8940,,721111848,Office
63,,8756,,2413HV,Outpatient Facility
123,,8940,,579653174,Office
183,,8940,,620971932,Office
243,,8940,,091185645,Office
303,,8940,,941991396,Office
363,,8756,,3302PP,Outpatient Facility
423,,8940,,985304828,Office
483,,8940,,306549718,Office
543,,8940,,855867255,Office
603,,8940,,489539281,Office
663,,8940,,520527448,Office
723,,8756,,3602ZC,Outpatient Facility
783,,8940,,439528864,Office
843,,8940,,017988903,Office
903,,8940,,765961197,Office
963,,8940,,214763848,Office
1023,,8940,,055488445,Office
1083,,8940,,257197796,Office
1143,,8756,,0300VQ,Outpatient Facility
1203,,8756,,2800KS,Outpatient Facility
1263,,8940,,029589767,Office
1323,,8940,,144404073,Office
1383,,8940,,213570902,Office
1443,,8756,,1925BU,Outpatient Facility
1503,,8940,,100326869,Office
1563,,8940,,288012015,Office
1623,,8940,,631927201,Office
1683,,8940,,952495146,Office
1743,,8940,,191958026,Office
1803,,8940,,731718604,Office
1863,,8940,,685050360,Office
1923,,8940,,417063587,Office
1983,,8940,,178808315,Office
2043,,8940,,825111289,Office
2103,,8940,,602282632,Office
2163,,8940,,752083129,Office
2223,,8940,,301433573,Office
2283,,8940,,935618913,Office
2343,,8940,,611215140,Office
2403,,8940,,037503614,Office
2463,,8940,,846123702,Office
2523,,8756,,4504KP,Outpatient Facility
2583,,8940,,978685361,Office
2643,,8940,,054740151,Office
2703,,8940,,442790690,Office
2763,,8940,,297625365,Office
2823,,8940,,036484839,Office
2883,,8940,,932145029,Office
2943,,8940,,408771981,Office
3003,,8940,,778854220,Office
3063,,8940,,235556546,Office
3123,,8940,,763628786,Office
3183,,8940,,063957656,Office
3243,,8940,,724389752,Office
3303,,8940,,723261417,Office
3363,,8940,,670094845,Office
3423,,8940,,990620562,Office
3483,,8940,,439728547,Office
3543,,8940,,410343840,Office
3603,,8940,,785015382,Office
3663,,8940,,743716436,Office
3723,,8940,,847408691,Office
3783,,8940,,929712108,Office
3843,,8940,,530970269,Office
3903,,8940,,510756221,Office
3963,,8940,,220228610,Office
4023,,8756,,3901JQ,Outpatient Facility
4083,,8940,,575655844,Office
4143,,8940,,293615696,Office
4203,,8940,,638772055,Office
4263,,8940,,755276098,Office
4323,,8940,,112387287,Office
4383,,8756,,24SRNK,Outpatient Facility
4443,,8940,,928104021,Office
4503,,8940,,825278005,Office
4563,,8940,,155836935,Office
4623,,8940,,010605959,Office
4683,,8940,,206281965,Office
4743,,8940,,373648341,Office
4803,,8940,,493210019,Office
4863,,8940,,009870573,Office
4923,,8940,,429058944,Office
4983,,8940,,981195565,Office
5043,,8756,,0700NU,Outpatient Facility
5103,,8940,,102747507,Office
5163,,8940,,835148437,Office
5223,,8940,,033175194,Office
5283,,8940,,598403594,Office
5343,,8940,,336402805,Office
5403,,8940,,610186168,Office
5463,,8940,,505676521,Office
5523,,8940,,283434368,Office
5583,,8756,,3900HT,Outpatient Facility
5643,,8940,,170377688,Office
5703,,8940,,661665577,Office
5763,,8940,,867871695,Office
5823,,8940,,075332122,Office
